title,singer,lyric,genre
Live Wave,Ngũ Cung,lúc bé ước mơ được tới chân trời kia cùng sóng lướt trên biển khơi lúc mãi khát khao được vút bay lên được lướt theo cùng làn jó cùng nhau fút jây này cùng chung giấc mơ này nhìn ra phía chân trời xa và lướt theo cùng gió ước muốn khi xưa và những khát khao còn mãi trong ta niềm tin năm tháng qua đi còn mãi ước mơ được lướt theo cùng làn jó cùng nhau những chặng đường cùng khao khát mong chờ nhìn ra fía chân trời xa và với bao hy vọng ước muốn khi xưa và những khát khao còn mãi trong ta niềm tin năm tháng qua đi còn mãi ước mơ được lướt theo cùng làn jó cùng nhau fút jây này cùng chung giấc mơ này nhìn ra phía chân trời xa và lướt theo cùng gió cùng nhau những chặng đường cùng khao khát mong chờ nhìn ra fía chân trời xa và với bao hy vọng cùng nhau fút jây này cùng chung giấc mơ này nhìn ra phía chân trời xa và lướt theo cùng gió,rock-viet
Trái Đất Tròn,Quái Vật Tí Hon,hey bạn ơi đường dài xa xôi gặp lại nhau rồi thì cứ vui thôi hey hey ngại ngùng lời đầu môi hãy nở nụ cười thế thôi bạn tôi nhắc chuyện xưa bạn tôi ơi đừng nhắc chuyện xưa chuyện xưa tôi đã quên rồi quên đi để nhớ chuyện hôm nay hey hey hey bạn ơi ngày dài cũng chỉ một ngày ta ngồi phút chốc biết khi nao tháng ngày hey hey hey hey mai đây vẫn chốn ta ngồi chén trà điếu thuốc thiếu người anh em sao không giữ chặt môi đời đâu chỉ chuyện xưa người đời sao cứ nhắc chuyện xưa xưa nay cũng vậy thôi ngày xưa quả đất hình tròn ngày nay quả đất vẫn tròn đấy thôi kiếp người xưa cũng như nay cuối đời nằm đất chào đời nằm nôi thương nhau hạt thóc bẻ đôi tính chuyện ngày trước ngày sau làm gì con gà gáy ò ó o ngày mai lại đến nay thành ngày xưa bạn ơi quả đất màu hồng là chuyện cổ tích ngày xửa ngày xưa mong sao quả đất vẫn tròn vẫn còn nhớ đến lại về gọi nhau con gà gáy ò ó o ,rock-viet
Nhớ,MicroWave,lại nhìn vào những đấm say ngày xưa nhớ về em như đang đi dưới những con đường mưa ngồi lạnh run và em nguyện sẽ theo cùng tôi suốt những vui buồn dù rằng mưa hãy nắng dù cuộc đời không như nhưng giấc mơ ngày xưa tôi đã yêu em ngày xưa tôi đã yẹu em lời xưa như gió như mây là cơn mưa cuốn đi những yêu thương còn đâu nhưng đón đưa nhau nhớ nụ cừoi em ngọt ngào trong nắng sớm còn đầu những lúc bên nhau anh luôn mơ nhưng giâc mơ về em mơ về e đời thật buồn thiếu vắng em kề bên đêm dài thệm còn đâu ngày th1ng ta cùng đi suốt những con đường dù rằng mưa hãy nắng dù cuộc đời không như nhưng giấc mơ ngày xưa tôi đã yêu em ngày xưa tôi đã yẹu em lời xưa như gió như mây là cơn mưa cuốn đi những yêu thương còn đâu nhưng đón đưa nhau nhớ nụ cừoi em ngọt ngào trong nắng sớm ngày xưa ta đã yêu nhau thật đậm sâu dù đời còn những buồn vui anh xin em nhớ về em và nhớ ký ức xưa kia anh xin ,rock-viet
Đừng Để Nhau Rơi,Minh Đinh, hiện chưa có lời bài hát nào cho đừng để nhau rơi do ca sĩ minh đinh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Circle Of Life,The A Plan,bao bi hài chôn trong tâm điên dại cuộc đời ngắn dài cũng chỉ là cuộc chơi bao thăng trầm ôm trong tim âm thầm rồi cũng thế thôi chỉ còn lại mình tôi khi xung quanh chỉ có bóng đen kéo ta vào vực sâu của những nỗi đau ơn trên kia người là tình yêu cuối cùng thắp trong ta một tia hy vọng bao nhiêu đam mê bao nhiêu lần vỡ tan hồn lạc lối niềm tin mất rồi trong đôi tay người trả lại thân xác này chốn nhân gian rồi tan biến vào in this circle of life in this circle of life a different world within no sorrow is it what we all try to find in this life now i know why time is worthwhile ive been wasting it away for ages khi xung quanh chỉ có bóng đen kéo ta vào vực sâu của những nỗi đau ơn trên kia người là tình yêu cuối cùng thắp trong ta một tia hy vọng bao nhiêu đam mê bao nhiêu lần vỡ tan hồn lạc lối niềm tin mất rồi trong đôi tay người trả lại thân xác này chốn nhân gian rồi tan biến vào are you here to pull me back to the ground tell me how can i control the other half of me through the dark see the light of the shelter for my soul khi xung quanh chỉ có bóng đen ấy kéo ta vào vực sâu nỗi đau chôn giấu ơn trên kia người là tình yêu cuối cùng thắp trong ta ngàn muôn tia sáng bao nhiêu đam mê bao nhiêu lần vỡ tan hồn lạc lối niềm tin mất rồi trong đôi tay người trả lại thân xác này chốn nhân gian rồi tan biến vào in this circle of life in this circle of life,rock-viet
Chào Indoor Game,Thành Đạt, hiện chưa có lời bài hát nào cho chào indoor game do ca sĩ thành đạt trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Đừng Để Nhau Rơi,Minh Đinh,đừng để nhau rơi minh đinh bám lấy tay anh đi nước mắt em rơi nhiều anh biết rằng ta đang mỏi mệt tương lai làm ta thêm sợ sệt hãy tới hôn anh đi nói hết ra bao điều về nơi mà ta đang dựng xây hỏi về nơi mà ta muốn thấy chorus mình là của nhau đến bao giờ dòng đời ngả nghiêng có ai ngờ phải chăng một tay anh che hết muộn phiền còn 1 tay ôm chặt hết thân em mình chạy cùng nhau tới nơi nào sau đắng cay liệu có thấy ngọt ngào chạy với anh đi chạy thật xa chạy đi chạy thật xa chỉ cần mỗi khi nào ngoảnh lại còn thấy nhau bridge đôi bàn tay kia đừng buông lơi bám lấy anh đi này bám lấy anh đi này đôi bàn tay kia đừng buông lơi bám bám bám lấy anh đi này bám lấy anh đi nàyyy,rock-viet
Về,Deep Blue Sea,về deep blue sea cùng nhau nâng niu bao giấc mơ bài ca in sâu thời ấu thơ thấm thoát bụi đã mờ người đi tha hương tìm giấc mơ trời cao non xanh bao bến bờ có ai buồn ngóng chờ chorus mệt nhoài đôi tay chẳng với cao người buông khát khao rồi sao niềm tin khuất nơi xa vời ngẩng đầu lên với trời chỉ còn đêm nay rồi lá rơi và không tiếc quãng thời gian ta đã sống bao chân thành cầu mong giấc ngon lành coda ngày hôm qua mồ hôi ướt vai tưởng chừng đã phôi phai buồn vương mái tóc dài rồi nhớ nhau nhiều hơn dù mấy khi gặp nhau một ngày nào đó về đây có mơ gì hơn là có nhau nhiều hơn phận người dài lắm về thôi,rock-viet
Vợ Ơi Anh Đã Sai Rồi,Quái Vật Tí Hon,là bạn hay là bè mình cùng nhau lè nhè cho nhau câu vè câu đối bạn ơi tôi đã say rồi kẻ thù ta là đời bạn của ta là trời đêm nay ôm trời ôm đất vợ ơi anh vẫn chưa về vợ gọi ta là bờm đời gọi ta là bột đêm nay không cần đan áo như quạt mo yêu những trưa hè dặ m đường xa rồi bỏ quên một điều công ơn sinh thành nuôi nấng men rượu cay quên bát cơm đầy một ngày như mọi ngày đời gọi ta gục vùi mai sau khi đời thức giấc những gì thân yêu bỏ đi rồi là rượu hay là người người bỏ ta thật rồi đêm nay soi mình trong chén rượu ơi ta đã say rồi là rượu hay là người người bỏ ta thật rồi đêm nay soi mình trong chén rượu ơi ta muốn quay về là rượu hay là người người bỏ ta thật rồi đêm nay soi mình trong chén vợ ơi anh đã sai rồi,rock-viet
Bay 2,MicroWave,bầu trời nhuộm đen màu tối cho tim tôi sầu úa tìm về khoảnh khắc xưa vội bước vào lãng quên cuốn trôi đi bao mộng mơ ngồi một mình với cây đàn và ta ước mong sao được bay với mây khi ta bay ta bay như cơn gió mang yêu thương về cho những giấc mơ dần tan khi ta bay đôi tay ta như níu lấy câu ca vang trong gió mới về đây với giấc mơ vô hìnhvà dòng đời cuồng quay chỉ biết câu ca lạc lối tìm ngàn lời hát xưa cùng giây phút miên man giờ đây đã xa trong đêm ta mang theo hơi ấm mang yêu thương về cho những giấc mơ dần tan câu ca vang trong gió mới về đây với giấc mơ vô hình chỉ còn mình ta với bóng đêm thầm mong tháng năm xưa quay về và nụ cười nở trên môi tìm về nơi xa quên đi hết u sầu,rock-viet
Giữ Ấm Bếp Hồng,Ygaria,cao nguyên bao tháng năm những áng mây buồn vương vấn đồi cao đêm nay bao trái tim cùng đánh thức núi rừng ta hát chung bài ca nguyện cùng giữ mãi âyrây khúc hát đinh buốt chiêng cồng vang mãi bên rừng xanh ngàn lời yêu xưa sao em lãng quên khúc hát yêu người trôi mãi theo thời gian kìa trông vầng trăng trên cao kìa trông ngàn sao lung linh dẫu có bão giông thác lũ thét gào ta hãy cùng nhau giữ ấm bếp hồng dẫu nắng chói chang đốt cháy vai trần ta hãy cùng nhau hát khúc yêu đời,rock-viet
Ông Trời Cô Đơn,Quái Vật Tí Hon,mỗi chiều đôi chim câu lại dìu nhau trên những đám mây hồng mỗi chiều đôi trai gái dập dìu những bước chân dừng bên quán vắng ta tự hỏi lòng sao ta vẫn hoài cô đơn chẳng phải vì ta một mình nhìn lên cao ta hỏi trời xanh đất trời có giống như ta rồi có một chiều chú chim câu bay một mình dưới trời bao la vẫn những đám mây hồng rồi có một chiều đôi tình nhân không còn dập dìu nơi quán vắng những bước chân không còn chung lối ta tự hỏi lòng họ cũng như ta chẳng phải mình ta cô đơn ôi ông trời của tôi nhiều năm qua bà trời ở đâu bà xa ông rồi vì ông cao vời chọn thế gian đời còn được niềm vui có khi trong màn đêm nhìn ông trăng vui cùng chị hằng nga đời ông hiu quạnh hay vì sương đêm giá lạnh trời cũng cô đơn như mọi người,rock-viet
Vì Đời,Quái Vật Tí Hon,buồn đời thì hát mấy câu giận đời thì nói thế thôi vì đời chẳng còn gì mà vui chờ người thì thấy rất lâu người chờ thì chẳng thấy đâu chẳng ai muốn đợi nhau vợ mình đẹp nhất hành tinh người tình đẹp nhất lúc bình minh có tài nên thường linh tinh họp hành giải quyết công văn học hành thì đói nhăn răng học không đi với hành đâu chuyện vui buồn trò chơi ai ai ơi trò chơi là trời cho vợ mình đẹp nhất thế gian vợ bạn thì chớ có lan man đôi khi lòng muốn dối gian lời thề thì dễ quên tiền thì khó quên chẳng ai muốn nợ nhau đường vòng thì đến rất mau đề phòng người đứng phía sau chẳng ai muốn mình đau đời còn người kiếm thú vui đời mòn người kiếm chỗ chui người ta cứ nói là xui buồn cười vì ngắm sự đời sự đời còn lắm chuyện cười cười ra nước mắt,rock-viet
Đường Đến Ngày Vinh Quang,V.A, hiện chưa có lời bài hát nào cho đường đến ngày vinh quang do ca sĩ va trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Liệu Em Có Quay Về,iTễu,mưa đang rất nhanh rơi giọt nắng buông cuối cùng từ lâu em ơi em đang đi đâu về tô son lên đôi môi xác xơ lương tâm mặc quên vui nỗi đau bóng dáng ấy về trong ngõ nhỏ đèn khuya đã mờ lê thê cát bụi cho thời gian về đây cho thời gian thôi quay cho quên những cơn say những phút đam mê đọa đầy liệu em có quay về liệu em có quay về liệu em có quay về em có biết sau mưa trời đất kia sẽ tràn đầy nắng em xinh em ngoan em sẽ quay về tô son lên đôi môi dấu yêu con tim ngày xưa thôi đớn đau cứ thế dòng đời trôi vẫn vội dòng đời luôn đón đợi dù là cát bụi cho thời gian về đây cho thời gian thôi quay cho quên những cơn say những phút đam mê đọa đầy liệu em có quay về liệu em có quay về liệu em có quay về cho thời gian về đây cho thời gian thôi quay liệu em có quay về liệu em có quay về liệu em có quay về,rock-viet
